reading_id,sensor_id,location,timestamp,temperature_celsius,humidity_percent,pressure_hpa,battery_level,signal_strength
READ_00004222,SENSOR_050,Building_A,2024-09-15T15:50:00,22.56,42.81,1009.05,98,-74
READ_00004223,SENSOR_014,Building_B,2024-09-15T15:55:00,21.02,42.53,1009.87,31,-35
READ_00004224,SENSOR_036,Office_Floor_2,2024-09-15T16:00:00,27.5,51.37,1017.1,88,-66
READ_00004225,SENSOR_007,Building_B,2024-09-15T16:05:00,19.41,54.56,1009.23,30,-74
READ_00004226,SENSOR_014,Warehouse_1,2024-09-15T16:10:00,24.71,46.21,1007.03,88,-57
READ_00004227,SENSOR_034,Building_B,2024-09-15T16:15:00,29.92,28.72,1013.58,69,-68
READ_00004228,SENSOR_039,Building_A,2024-09-15T16:20:00,22.12,43.46,1021.22,71,-63
READ_00004229,SENSOR_014,Warehouse_2,2024-09-15T16:25:00,24.41,48.18,1017.84,29,-61
READ_00004230,SENSOR_012,Warehouse_1,2024-09-15T16:30:00,23.69,51.2,1013.76,94,-37
READ_00004231,SENSOR_004,Office_Floor_2,2024-09-15T16:35:00,20.61,38.95,1012.84,87,-32
READ_00004232,SENSOR_007,Office_Floor_1,2024-09-15T16:40:00,20.95,49.06,1016.99,45,-71
READ_00004233,SENSOR_040,Warehouse_2,2024-09-15T16:45:00,29.2,37.95,1016.75,85,-77
READ_00004234,SENSOR_014,Building_B,2024-09-15T16:50:00,22.78,28.4,1001.5,28,-51
READ_00004235,SENSOR_013,Building_B,2024-09-15T16:55:00,23.37,40.56,1022.58,96,-47
READ_00004236,SENSOR_028,Building_A,2024-09-15T17:00:00,21.46,37.14,1001.24,39,-90
READ_00004237,SENSOR_021,Office_Floor_2,2024-09-15T17:05:00,23.54,48.77,1019.62,36,-89
READ_00004238,SENSOR_041,Warehouse_1,2024-09-15T17:10:00,22.58,33.08,1005.26,47,-32
READ_00004239,SENSOR_011,Office_Floor_2,2024-09-15T17:15:00,24.18,55.33,1017.06,56,-86
READ_00004240,SENSOR_008,Warehouse_2,2024-09-15T17:20:00,23.86,46.68,1014.88,71,-76
READ_00004241,SENSOR_022,Office_Floor_1,2024-09-15T17:25:00,26.66,38.69,1013.19,55,-81
READ_00004242,SENSOR_004,Office_Floor_1,2024-09-15T17:30:00,25.44,51.13,1010.87,34,-60
READ_00004243,SENSOR_047,Building_A,2024-09-15T17:35:00,21.67,49.37,1010.23,92,-45
READ_00004244,SENSOR_013,Office_Floor_1,2024-09-15T17:40:00,25.62,43.07,1017.19,72,-51
READ_00004245,SENSOR_048,Office_Floor_2,2024-09-15T17:45:00,20.62,50.08,1013.69,69,-37
READ_00004246,SENSOR_021,Office_Floor_1,2024-09-15T17:50:00,21.76,51.55,1017.07,41,-80
READ_00004247,SENSOR_047,Building_B,2024-09-15T17:55:00,22.2,43.44,1015.03,85,-84
READ_00004248,SENSOR_037,Office_Floor_2,2024-09-15T18:00:00,23.04,35.94,1019.85,67,-73
READ_00004249,SENSOR_018,Office_Floor_1,2024-09-15T18:05:00,24.5,40.01,1011.33,23,-33
READ_00004250,SENSOR_001,Building_A,2024-09-15T18:10:00,20.89,43.62,1017.64,45,-44
READ_00004251,SENSOR_042,Warehouse_1,2024-09-15T18:15:00,23.18,55.9,1010.86,97,-73
READ_00004252,SENSOR_037,Warehouse_1,2024-09-15T18:20:00,21.04,28.74,1008.05,71,-40
READ_00004253,SENSOR_031,Building_B,2024-09-15T18:25:00,25.55,43.07,1015.7,92,-30
READ_00004254,SENSOR_040,Office_Floor_2,2024-09-15T18:30:00,18.88,47.16,1015.61,94,-78
READ_00004255,SENSOR_013,Office_Floor_1,2024-09-15T18:35:00,24.84,33.49,1016.45,24,-38
READ_00004256,SENSOR_033,Office_Floor_1,2024-09-15T18:40:00,22.7,41.24,1011.8,23,-59
READ_00004257,SENSOR_017,Building_A,2024-09-15T18:45:00,24.86,36.6,1018.86,33,-44
READ_00004258,SENSOR_027,Office_Floor_1,2024-09-15T18:50:00,20.76,56.32,1010.8,86,-42
READ_00004259,SENSOR_017,Office_Floor_2,2024-09-15T18:55:00,17.73,29.77,1017.4,23,-71
READ_00004260,SENSOR_005,Office_Floor_1,2024-09-15T19:00:00,24.96,50.97,1019.86,81,-82
READ_00004261,SENSOR_015,Office_Floor_1,2024-09-15T19:05:00,22.67,54.77,1011.09,78,-83
READ_00004262,SENSOR_028,Building_A,2024-09-15T19:10:00,17.46,51.41,1007.68,62,-60
READ_00004263,SENSOR_027,Warehouse_1,2024-09-15T19:15:00,27.38,49.65,1011.95,29,-78
READ_00004264,SENSOR_037,Office_Floor_2,2024-09-15T19:20:00,18.4,47.4,1009.12,43,-36
READ_00004265,SENSOR_047,Office_Floor_1,2024-09-15T19:25:00,21.77,57.69,1014.54,88,-47
READ_00004266,SENSOR_050,Building_A,2024-09-15T19:30:00,18.9,29.52,1007.99,35,-71
READ_00004267,SENSOR_007,Warehouse_1,2024-09-15T19:35:00,25.75,56.73,1014.69,83,-84
READ_00004268,SENSOR_006,Warehouse_1,2024-09-15T19:40:00,20.79,35.39,1012.93,74,-47
READ_00004269,SENSOR_006,Building_A,2024-09-15T19:45:00,22.84,37.23,1021.5,46,-54
READ_00004270,SENSOR_008,Building_B,2024-09-15T19:50:00,22.06,38.52,1013.75,23,-90
READ_00004271,SENSOR_013,Office_Floor_1,2024-09-15T19:55:00,17.79,34.48,1008.28,74,-37
READ_00004272,SENSOR_014,Warehouse_1,2024-09-15T20:00:00,19.2,41.39,1012.82,100,-61
READ_00004273,SENSOR_016,Warehouse_2,2024-09-15T20:05:00,18.69,40.28,1018.48,46,-57
READ_00004274,SENSOR_010,Building_B,2024-09-15T20:10:00,21.43,47.81,1008.67,61,-45
READ_00004275,SENSOR_004,Warehouse_2,2024-09-15T20:15:00,21.97,58.79,1017.34,93,-49
READ_00004276,SENSOR_012,Warehouse_2,2024-09-15T20:20:00,26.49,19.99,1005.59,73,-69
READ_00004277,SENSOR_038,Building_B,2024-09-15T20:25:00,18.58,46.52,1007.94,27,-45
READ_00004278,SENSOR_007,Office_Floor_1,2024-09-15T20:30:00,26.61,49.76,1017.28,34,-73
READ_00004279,SENSOR_047,Office_Floor_1,2024-09-15T20:35:00,20.69,41.03,1006.76,60,-58
READ_00004280,SENSOR_017,Office_Floor_1,2024-09-15T20:40:00,22.01,42.76,1007.7,87,-77
READ_00004281,SENSOR_041,Building_B,2024-09-15T20:45:00,18.1,44.61,1019.63,53,-35
READ_00004282,SENSOR_012,Warehouse_2,2024-09-15T20:50:00,23.51,50.0,1016.0,25,-31
READ_00004283,SENSOR_046,Office_Floor_2,2024-09-15T20:55:00,20.91,37.42,1008.62,42,-87
READ_00004284,SENSOR_034,Warehouse_1,2024-09-15T21:00:00,22.34,37.35,1016.12,92,-37
READ_00004285,SENSOR_050,Building_B,2024-09-15T21:05:00,21.54,48.01,1020.33,88,-54
READ_00004286,SENSOR_048,Warehouse_1,2024-09-15T21:10:00,20.93,56.53,1018.34,94,-48
READ_00004287,SENSOR_011,Warehouse_1,2024-09-15T21:15:00,19.61,41.96,1018.12,61,-51
READ_00004288,SENSOR_010,Building_B,2024-09-15T21:20:00,19.89,43.94,1019.3,89,-62
READ_00004289,SENSOR_022,Building_B,2024-09-15T21:25:00,19.43,50.5,1011.5,75,-64
READ_00004290,SENSOR_007,Warehouse_2,2024-09-15T21:30:00,22.78,50.14,1014.95,61,-72
READ_00004291,SENSOR_012,Office_Floor_1,2024-09-15T21:35:00,22.8,37.7,1016.77,82,-78
READ_00004292,SENSOR_034,Warehouse_2,2024-09-15T21:40:00,22.91,40.12,1015.82,85,-48
READ_00004293,SENSOR_040,Office_Floor_2,2024-09-15T21:45:00,18.54,59.32,1013.75,85,-81
READ_00004294,SENSOR_003,Warehouse_2,2024-09-15T21:50:00,23.43,46.49,1018.47,46,-56
READ_00004295,SENSOR_019,Office_Floor_2,2024-09-15T21:55:00,19.93,44.67,1017.78,99,-59
READ_00004296,SENSOR_024,Office_Floor_1,2024-09-15T22:00:00,24.37,49.97,1016.13,48,-59
READ_00004297,SENSOR_027,Building_A,2024-09-15T22:05:00,21.25,29.69,1007.55,56,-89
READ_00004298,SENSOR_041,Office_Floor_1,2024-09-15T22:10:00,19.51,47.63,1004.96,89,-77
READ_00004299,SENSOR_029,Warehouse_1,2024-09-15T22:15:00,20.56,30.92,1019.24,37,-53
READ_00004300,SENSOR_048,Warehouse_2,2024-09-15T22:20:00,22.39,34.99,1010.92,97,-43
READ_00004301,SENSOR_040,Warehouse_1,2024-09-15T22:25:00,23.41,33.4,1012.87,26,-72
READ_00004302,SENSOR_006,Building_B,2024-09-15T22:30:00,25.89,57.23,1014.4,94,-40
READ_00004303,SENSOR_032,Office_Floor_1,2024-09-15T22:35:00,21.31,44.4,1015.71,86,-37
READ_00004304,SENSOR_006,Warehouse_1,2024-09-15T22:40:00,20.89,57.94,1013.06,34,-77
READ_00004305,SENSOR_029,Office_Floor_1,2024-09-15T22:45:00,21.05,51.52,1012.94,42,-73
READ_00004306,SENSOR_018,Office_Floor_2,2024-09-15T22:50:00,23.03,52.33,1017.17,60,-63
READ_00004307,SENSOR_049,Warehouse_1,2024-09-15T22:55:00,19.33,52.46,1017.5,89,-57
READ_00004308,SENSOR_008,Building_B,2024-09-15T23:00:00,22.16,54.24,1013.89,26,-87
READ_00004309,SENSOR_031,Warehouse_1,2024-09-15T23:05:00,19.55,49.67,1020.62,91,-75
READ_00004310,SENSOR_007,Office_Floor_2,2024-09-15T23:10:00,21.41,51.34,1011.4,23,-62
READ_00004311,SENSOR_003,Office_Floor_1,2024-09-15T23:15:00,18.92,63.23,1023.24,65,-81
READ_00004312,SENSOR_012,Warehouse_2,2024-09-15T23:20:00,19.1,31.51,1015.59,21,-49
READ_00004313,SENSOR_012,Office_Floor_1,2024-09-15T23:25:00,26.02,60.24,1018.88,42,-81
READ_00004314,SENSOR_010,Building_A,2024-09-15T23:30:00,23.66,45.64,1010.62,85,-62
READ_00004315,SENSOR_019,Building_A,2024-09-15T23:35:00,23.08,42.86,1016.74,28,-67
READ_00004316,SENSOR_014,Building_B,2024-09-15T23:40:00,19.15,49.46,1017.68,64,-34
READ_00004317,SENSOR_040,Office_Floor_1,2024-09-15T23:45:00,15.1,39.0,1015.44,99,-58
READ_00004318,SENSOR_036,Office_Floor_1,2024-09-15T23:50:00,19.43,46.61,1015.61,20,-47
READ_00004319,SENSOR_029,Office_Floor_1,2024-09-15T23:55:00,27.03,31.46,1012.81,52,-43
READ_00004320,SENSOR_023,Building_B,2024-09-16T00:00:00,22.32,39.34,1019.77,95,-64
READ_00004321,SENSOR_006,Building_A,2024-09-16T00:05:00,18.12,33.0,1016.65,99,-70
READ_00004322,SENSOR_018,Office_Floor_2,2024-09-16T00:10:00,20.81,51.82,1008.79,56,-79
READ_00004323,SENSOR_046,Office_Floor_1,2024-09-16T00:15:00,20.81,46.13,1007.68,77,-84
READ_00004324,SENSOR_041,Building_A,2024-09-16T00:20:00,26.37,62.36,1020.63,64,-46
READ_00004325,SENSOR_010,Office_Floor_1,2024-09-16T00:25:00,22.55,47.34,1005.64,65,-35
READ_00004326,SENSOR_033,Office_Floor_1,2024-09-16T00:30:00,21.67,39.48,1015.02,58,-86
READ_00004327,SENSOR_041,Warehouse_2,2024-09-16T00:35:00,22.73,40.78,1008.48,32,-65
READ_00004328,SENSOR_023,Building_B,2024-09-16T00:40:00,18.43,46.27,1010.18,37,-31
READ_00004329,SENSOR_023,Warehouse_1,2024-09-16T00:45:00,25.24,47.49,1021.28,73,-67
READ_00004330,SENSOR_005,Warehouse_2,2024-09-16T00:50:00,24.09,34.31,1012.54,56,-57
READ_00004331,SENSOR_035,Warehouse_1,2024-09-16T00:55:00,20.66,49.81,1009.51,94,-63
READ_00004332,SENSOR_016,Office_Floor_2,2024-09-16T01:00:00,19.08,57.43,1006.24,41,-62
READ_00004333,SENSOR_006,Building_B,2024-09-16T01:05:00,20.08,43.45,1005.56,93,-83
READ_00004334,SENSOR_043,Office_Floor_2,2024-09-16T01:10:00,20.93,38.69,1016.25,78,-41
READ_00004335,SENSOR_021,Warehouse_2,2024-09-16T01:15:00,20.23,39.29,1018.29,96,-76
READ_00004336,SENSOR_035,Building_B,2024-09-16T01:20:00,19.22,45.02,1008.55,27,-68
READ_00004337,SENSOR_005,Office_Floor_2,2024-09-16T01:25:00,26.9,38.31,1013.12,96,-70
READ_00004338,SENSOR_013,Warehouse_2,2024-09-16T01:30:00,20.88,61.92,1022.1,92,-82
READ_00004339,SENSOR_016,Building_A,2024-09-16T01:35:00,18.14,61.07,1008.79,30,-73
READ_00004340,SENSOR_018,Warehouse_1,2024-09-16T01:40:00,21.83,47.76,1017.06,79,-63
READ_00004341,SENSOR_016,Building_B,2024-09-16T01:45:00,27.0,47.4,1014.72,54,-51
READ_00004342,SENSOR_012,Warehouse_2,2024-09-16T01:50:00,22.84,46.1,1008.46,85,-61
READ_00004343,SENSOR_001,Office_Floor_2,2024-09-16T01:55:00,17.7,53.2,1017.49,53,-55
READ_00004344,SENSOR_038,Office_Floor_1,2024-09-16T02:00:00,20.47,43.82,1010.15,98,-81
READ_00004345,SENSOR_033,Building_A,2024-09-16T02:05:00,21.34,47.21,1014.71,81,-34
READ_00004346,SENSOR_001,Building_A,2024-09-16T02:10:00,18.61,37.92,1007.29,100,-50
READ_00004347,SENSOR_040,Building_B,2024-09-16T02:15:00,21.09,49.63,1001.98,55,-53
READ_00004348,SENSOR_047,Building_B,2024-09-16T02:20:00,21.88,39.41,1009.83,60,-81
READ_00004349,SENSOR_025,Building_A,2024-09-16T02:25:00,20.45,53.39,1015.68,33,-89
READ_00004350,SENSOR_009,Warehouse_1,2024-09-16T02:30:00,22.36,53.01,1013.73,35,-46
READ_00004351,SENSOR_041,Building_B,2024-09-16T02:35:00,24.55,36.25,1013.45,48,-55
READ_00004352,SENSOR_040,Warehouse_1,2024-09-16T02:40:00,18.98,45.82,1002.25,78,-69
READ_00004353,SENSOR_004,Building_B,2024-09-16T02:45:00,22.23,47.42,1013.92,67,-70
READ_00004354,SENSOR_036,Office_Floor_2,2024-09-16T02:50:00,22.12,66.57,1011.83,40,-38
READ_00004355,SENSOR_036,Building_A,2024-09-16T02:55:00,18.95,33.51,1012.67,20,-70
READ_00004356,SENSOR_031,Office_Floor_2,2024-09-16T03:00:00,24.46,47.89,1017.1,83,-87
READ_00004357,SENSOR_035,Office_Floor_2,2024-09-16T03:05:00,23.85,44.81,1022.0,77,-53
READ_00004358,SENSOR_001,Warehouse_1,2024-09-16T03:10:00,23.26,33.02,1019.34,44,-67
READ_00004359,SENSOR_008,Building_B,2024-09-16T03:15:00,23.03,47.37,1016.82,60,-51
READ_00004360,SENSOR_045,Office_Floor_1,2024-09-16T03:20:00,21.49,58.58,1015.6,39,-37
READ_00004361,SENSOR_006,Building_B,2024-09-16T03:25:00,23.48,51.92,1018.65,59,-54
READ_00004362,SENSOR_026,Building_B,2024-09-16T03:30:00,19.57,41.59,1015.01,54,-53
READ_00004363,SENSOR_022,Warehouse_2,2024-09-16T03:35:00,21.62,43.06,1014.61,20,-40
READ_00004364,SENSOR_025,Warehouse_1,2024-09-16T03:40:00,21.72,28.28,1015.3,76,-45
READ_00004365,SENSOR_012,Warehouse_1,2024-09-16T03:45:00,27.77,32.36,1008.85,70,-32
READ_00004366,SENSOR_028,Building_B,2024-09-16T03:50:00,18.5,43.7,1010.34,71,-80
READ_00004367,SENSOR_038,Warehouse_2,2024-09-16T03:55:00,17.4,43.11,1008.01,98,-62
READ_00004368,SENSOR_048,Warehouse_1,2024-09-16T04:00:00,20.22,62.21,1003.18,30,-52
READ_00004369,SENSOR_011,Warehouse_1,2024-09-16T04:05:00,21.19,32.77,1003.39,60,-86
READ_00004370,SENSOR_043,Office_Floor_1,2024-09-16T04:10:00,25.54,44.82,1018.52,62,-36
READ_00004371,SENSOR_001,Office_Floor_1,2024-09-16T04:15:00,16.58,34.37,1007.74,38,-90
READ_00004372,SENSOR_013,Office_Floor_1,2024-09-16T04:20:00,17.38,42.44,1015.03,25,-54
READ_00004373,SENSOR_043,Warehouse_1,2024-09-16T04:25:00,20.3,52.04,1007.08,79,-50
READ_00004374,SENSOR_026,Warehouse_2,2024-09-16T04:30:00,18.89,30.61,1020.37,55,-86
READ_00004375,SENSOR_006,Building_A,2024-09-16T04:35:00,22.52,59.37,1015.43,98,-46
READ_00004376,SENSOR_003,Warehouse_2,2024-09-16T04:40:00,20.64,45.88,1021.51,61,-53
READ_00004377,SENSOR_015,Building_A,2024-09-16T04:45:00,21.8,43.62,1020.35,26,-57
READ_00004378,SENSOR_034,Building_A,2024-09-16T04:50:00,24.52,37.56,1012.64,89,-63
READ_00004379,SENSOR_009,Office_Floor_2,2024-09-16T04:55:00,24.54,63.3,1008.13,39,-63
READ_00004380,SENSOR_034,Building_A,2024-09-16T05:00:00,19.93,51.43,1017.57,74,-43
READ_00004381,SENSOR_003,Building_B,2024-09-16T05:05:00,17.94,59.39,1015.09,74,-62
READ_00004382,SENSOR_025,Building_A,2024-09-16T05:10:00,17.47,38.86,1007.6,48,-73
READ_00004383,SENSOR_003,Building_B,2024-09-16T05:15:00,16.86,31.4,1021.21,72,-75
READ_00004384,SENSOR_014,Warehouse_1,2024-09-16T05:20:00,24.16,27.12,1011.44,63,-55
READ_00004385,SENSOR_018,Office_Floor_2,2024-09-16T05:25:00,14.85,55.92,1010.22,22,-51
READ_00004386,SENSOR_031,Warehouse_2,2024-09-16T05:30:00,23.49,53.4,1005.25,79,-49
READ_00004387,SENSOR_034,Warehouse_1,2024-09-16T05:35:00,20.85,53.7,1005.38,55,-44
READ_00004388,SENSOR_014,Warehouse_2,2024-09-16T05:40:00,21.7,41.57,1015.26,42,-49
READ_00004389,SENSOR_032,Office_Floor_1,2024-09-16T05:45:00,23.07,48.39,1014.93,26,-54
READ_00004390,SENSOR_040,Building_B,2024-09-16T05:50:00,14.19,48.1,1006.98,48,-33
READ_00004391,SENSOR_021,Office_Floor_1,2024-09-16T05:55:00,20.54,34.38,1014.5,56,-35
READ_00004392,SENSOR_010,Office_Floor_1,2024-09-16T06:00:00,27.25,40.76,1018.02,84,-45
READ_00004393,SENSOR_032,Building_A,2024-09-16T06:05:00,23.12,24.9,1014.43,77,-32
READ_00004394,SENSOR_036,Warehouse_2,2024-09-16T06:10:00,23.87,47.18,1012.03,43,-48
READ_00004395,SENSOR_013,Building_B,2024-09-16T06:15:00,16.78,32.63,1008.84,68,-59
READ_00004396,SENSOR_035,Building_B,2024-09-16T06:20:00,25.92,60.71,1009.47,80,-56
READ_00004397,SENSOR_032,Office_Floor_1,2024-09-16T06:25:00,22.02,31.45,1007.92,61,-51
READ_00004398,SENSOR_001,Office_Floor_1,2024-09-16T06:30:00,23.52,43.91,1017.66,27,-40
READ_00004399,SENSOR_004,Warehouse_1,2024-09-16T06:35:00,21.91,47.64,1012.13,94,-34
READ_00004400,SENSOR_030,Office_Floor_1,2024-09-16T06:40:00,27.15,52.86,1005.11,72,-58
READ_00004401,SENSOR_038,Office_Floor_1,2024-09-16T06:45:00,27.82,48.28,1013.08,95,-79
READ_00004402,SENSOR_046,Building_A,2024-09-16T06:50:00,24.94,42.82,1008.83,72,-44
READ_00004403,SENSOR_039,Office_Floor_1,2024-09-16T06:55:00,21.71,53.93,1013.48,57,-67
READ_00004404,SENSOR_010,Office_Floor_1,2024-09-16T07:00:00,14.18,34.1,1009.14,88,-59
READ_00004405,SENSOR_004,Building_A,2024-09-16T07:05:00,23.57,45.11,1007.77,98,-64
READ_00004406,SENSOR_031,Warehouse_2,2024-09-16T07:10:00,26.69,46.49,1028.09,58,-63
READ_00004407,SENSOR_039,Office_Floor_1,2024-09-16T07:15:00,19.13,41.64,1009.09,81,-54
READ_00004408,SENSOR_050,Building_A,2024-09-16T07:20:00,20.95,39.51,1016.3,70,-74
READ_00004409,SENSOR_022,Building_A,2024-09-16T07:25:00,22.7,48.64,1003.16,99,-69
READ_00004410,SENSOR_022,Warehouse_2,2024-09-16T07:30:00,24.06,47.42,1012.82,82,-84
READ_00004411,SENSOR_005,Warehouse_2,2024-09-16T07:35:00,23.22,25.79,1009.45,38,-57
READ_00004412,SENSOR_044,Building_A,2024-09-16T07:40:00,19.42,71.6,1023.05,73,-87
READ_00004413,SENSOR_037,Building_A,2024-09-16T07:45:00,20.84,31.97,998.42,51,-72
READ_00004414,SENSOR_020,Warehouse_1,2024-09-16T07:50:00,20.55,45.6,1008.57,71,-66
READ_00004415,SENSOR_037,Building_B,2024-09-16T07:55:00,22.26,38.97,1014.24,73,-55
READ_00004416,SENSOR_027,Office_Floor_1,2024-09-16T08:00:00,23.36,51.26,1020.46,20,-35
READ_00004417,SENSOR_043,Office_Floor_2,2024-09-16T08:05:00,21.83,39.83,1017.13,90,-71
READ_00004418,SENSOR_037,Warehouse_1,2024-09-16T08:10:00,22.3,50.15,1012.4,33,-77
READ_00004419,SENSOR_046,Warehouse_1,2024-09-16T08:15:00,26.52,55.61,1010.66,33,-46
READ_00004420,SENSOR_031,Building_A,2024-09-16T08:20:00,19.48,29.34,1014.5,26,-59
READ_00004421,SENSOR_048,Office_Floor_1,2024-09-16T08:25:00,20.54,43.49,1009.05,41,-56
READ_00004422,SENSOR_003,Warehouse_2,2024-09-16T08:30:00,20.15,39.63,1008.89,22,-74
READ_00004423,SENSOR_034,Office_Floor_2,2024-09-16T08:35:00,22.84,27.63,1020.62,68,-30
READ_00004424,SENSOR_041,Office_Floor_2,2024-09-16T08:40:00,21.17,39.05,1013.53,91,-43
READ_00004425,SENSOR_008,Building_A,2024-09-16T08:45:00,20.97,38.39,1014.34,95,-48
READ_00004426,SENSOR_039,Building_B,2024-09-16T08:50:00,23.55,55.86,1014.36,57,-58
READ_00004427,SENSOR_028,Office_Floor_1,2024-09-16T08:55:00,24.46,30.87,1018.64,43,-65
READ_00004428,SENSOR_002,Warehouse_1,2024-09-16T09:00:00,18.92,59.53,1022.92,55,-44
READ_00004429,SENSOR_028,Building_A,2024-09-16T09:05:00,26.22,42.34,1016.54,86,-79
READ_00004430,SENSOR_048,Building_B,2024-09-16T09:10:00,17.25,36.53,1015.2,20,-75
READ_00004431,SENSOR_014,Building_B,2024-09-16T09:15:00,20.23,30.15,1020.06,84,-35
READ_00004432,SENSOR_038,Warehouse_2,2024-09-16T09:20:00,20.45,47.73,1017.04,71,-87
READ_00004433,SENSOR_036,Building_A,2024-09-16T09:25:00,21.19,51.35,1015.4,81,-54
READ_00004434,SENSOR_007,Office_Floor_2,2024-09-16T09:30:00,24.55,21.37,1017.66,20,-40
READ_00004435,SENSOR_004,Office_Floor_1,2024-09-16T09:35:00,18.21,36.93,1005.78,55,-30
READ_00004436,SENSOR_019,Building_A,2024-09-16T09:40:00,25.43,45.58,1016.57,82,-66
READ_00004437,SENSOR_012,Building_A,2024-09-16T09:45:00,22.07,38.53,1005.35,96,-68
READ_00004438,SENSOR_038,Office_Floor_1,2024-09-16T09:50:00,17.82,40.8,1004.77,52,-60
READ_00004439,SENSOR_033,Building_A,2024-09-16T09:55:00,22.81,35.33,1012.5,94,-64
READ_00004440,SENSOR_004,Warehouse_1,2024-09-16T10:00:00,19.28,61.17,1009.33,45,-56
READ_00004441,SENSOR_038,Warehouse_1,2024-09-16T10:05:00,23.3,44.82,1011.81,61,-52
READ_00004442,SENSOR_020,Warehouse_1,2024-09-16T10:10:00,26.03,37.94,1017.07,80,-46
READ_00004443,SENSOR_007,Office_Floor_2,2024-09-16T10:15:00,20.5,44.65,1023.93,60,-88
READ_00004444,SENSOR_039,Warehouse_2,2024-09-16T10:20:00,22.75,48.23,1021.55,48,-56
READ_00004445,SENSOR_029,Office_Floor_1,2024-09-16T10:25:00,26.03,41.59,1017.49,54,-70
READ_00004446,SENSOR_023,Building_A,2024-09-16T10:30:00,18.48,52.76,1016.63,22,-41
READ_00004447,SENSOR_003,Office_Floor_1,2024-09-16T10:35:00,22.22,59.57,1013.62,52,-76
READ_00004448,SENSOR_019,Building_A,2024-09-16T10:40:00,26.97,48.95,1007.24,73,-34
READ_00004449,SENSOR_021,Office_Floor_1,2024-09-16T10:45:00,15.66,15.06,1011.91,47,-69
READ_00004450,SENSOR_002,Warehouse_2,2024-09-16T10:50:00,23.62,49.88,1017.78,71,-36
READ_00004451,SENSOR_042,Building_B,2024-09-16T10:55:00,23.74,49.87,1015.79,74,-90
READ_00004452,SENSOR_005,Warehouse_2,2024-09-16T11:00:00,21.36,42.83,1010.98,83,-31
READ_00004453,SENSOR_001,Warehouse_2,2024-09-16T11:05:00,21.65,41.18,1015.1,35,-53
READ_00004454,SENSOR_046,Warehouse_2,2024-09-16T11:10:00,20.14,52.24,1008.68,95,-63
READ_00004455,SENSOR_004,Building_A,2024-09-16T11:15:00,27.54,54.49,1013.93,60,-41
READ_00004456,SENSOR_044,Building_A,2024-09-16T11:20:00,20.61,51.15,1015.83,39,-47
READ_00004457,SENSOR_030,Building_B,2024-09-16T11:25:00,24.23,37.03,1006.76,85,-75
READ_00004458,SENSOR_046,Office_Floor_2,2024-09-16T11:30:00,23.27,41.34,1015.09,49,-40
READ_00004459,SENSOR_003,Office_Floor_1,2024-09-16T11:35:00,15.53,37.39,1021.28,21,-77
READ_00004460,SENSOR_033,Building_B,2024-09-16T11:40:00,20.19,72.74,1008.81,61,-76
READ_00004461,SENSOR_010,Building_B,2024-09-16T11:45:00,23.98,47.31,1010.27,72,-90
READ_00004462,SENSOR_017,Building_B,2024-09-16T11:50:00,25.29,48.3,1001.73,63,-54
READ_00004463,SENSOR_035,Office_Floor_2,2024-09-16T11:55:00,26.83,50.18,1003.53,92,-64
READ_00004464,SENSOR_005,Building_B,2024-09-16T12:00:00,16.76,44.3,1008.39,82,-52
READ_00004465,SENSOR_013,Building_A,2024-09-16T12:05:00,22.38,38.99,1007.75,40,-54
READ_00004466,SENSOR_030,Building_B,2024-09-16T12:10:00,26.3,46.26,1008.3,77,-88
READ_00004467,SENSOR_008,Building_A,2024-09-16T12:15:00,25.19,49.93,1012.69,22,-74
READ_00004468,SENSOR_017,Warehouse_2,2024-09-16T12:20:00,24.72,39.63,1006.86,54,-82
READ_00004469,SENSOR_039,Warehouse_1,2024-09-16T12:25:00,21.14,40.1,1014.35,98,-68
READ_00004470,SENSOR_014,Office_Floor_2,2024-09-16T12:30:00,20.16,28.4,1012.58,33,-82
READ_00004471,SENSOR_049,Office_Floor_2,2024-09-16T12:35:00,23.75,37.01,1013.8,68,-39
READ_00004472,SENSOR_042,Office_Floor_2,2024-09-16T12:40:00,22.18,55.28,1012.86,90,-68
READ_00004473,SENSOR_049,Warehouse_2,2024-09-16T12:45:00,28.75,52.48,1012.82,73,-78
READ_00004474,SENSOR_038,Warehouse_2,2024-09-16T12:50:00,21.11,38.95,1008.98,68,-37
READ_00004475,SENSOR_032,Office_Floor_1,2024-09-16T12:55:00,18.6,48.2,1010.77,71,-72
READ_00004476,SENSOR_039,Building_A,2024-09-16T13:00:00,20.99,58.44,1015.47,74,-82
READ_00004477,SENSOR_020,Building_B,2024-09-16T13:05:00,23.78,30.91,1007.38,93,-63
READ_00004478,SENSOR_044,Office_Floor_2,2024-09-16T13:10:00,24.09,39.43,1014.51,55,-64
READ_00004479,SENSOR_026,Warehouse_1,2024-09-16T13:15:00,22.03,53.48,1015.75,59,-50
READ_00004480,SENSOR_002,Office_Floor_2,2024-09-16T13:20:00,19.32,36.92,1013.86,56,-31
READ_00004481,SENSOR_017,Warehouse_1,2024-09-16T13:25:00,25.63,55.68,1016.2,94,-61
READ_00004482,SENSOR_004,Office_Floor_2,2024-09-16T13:30:00,21.89,50.62,1016.28,94,-61
