InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,LineTotal
566976,23158,SET OF 5 LUCKY CAT MAGNETS ,12,2011-09-16 09:27:00,2.08,15382.0,United Kingdom,24.96
574043,47593B,SCOTTIE DOGS BABY BIB,8,2011-11-02 13:13:00,0.0,16367.0,United Kingdom,0.0
560548,23109,PACK OF SIX LED TEA LIGHTS,42,2011-07-19 12:42:00,2.89,17867.0,United Kingdom,121.38000000000001
553946,23112,PARISIENNE CURIO CABINET,2,2011-05-20 10:48:00,7.5,15601.0,United Kingdom,15.0
545636,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,2011-03-04 12:15:00,1.25,16449.0,United Kingdom,15.0
540977,84596G,SMALL CHOCOLATES PINK BOWL,1,2011-01-12 15:01:00,0.85,,United Kingdom,0.85
548510,22066,LOVE HEART TRINKET POT,6,2011-03-31 15:02:00,0.39,17861.0,United Kingdom,2.34
575117,22230,JIGSAW TREE WITH WATERING CAN,1,2011-11-08 14:22:00,0.29,12748.0,United Kingdom,0.29
574053,22766,PHOTO FRAME CORNICE,-8,2011-11-02 14:04:00,2.95,16379.0,UK,-23.6
581439,22961,JAM MAKING SET PRINTED,11,2011-12-08 16:30:00,3.29,,United Kingdom,36.19
552296,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2011-10-21 12:25:00,0.21,13918.0,United Kingdom,60.48
578827,22728,ALARM CLOCK BAKELIKE PINK,1,2011-11-25 14:25:00,7.46,,GB,7.46
581219,23203,JUMBO BAG VINTAGE DOILY ,3,2011-12-08 09:28:00,4.13,,United Kingdom,12.39
566875,22142,CHRISTMAS CRAFT WHITE FAIRY ,-5,2011-10-23 15:54:00,1.45,14731.0,United Kingdom,-7.25
580754,21670,BLUE SPOT CERAMIC DRAWER KNOB,6,2011-12-06 10:05:00,0.0,,United Kingdom,0.0
573164,48138,DOORMAT UNION FLAG,2,2011-10-28 09:06:00,8.25,13993.0,United Kingdom,16.5
549732,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-04-11 16:47:00,2.08,15615.0,United Kingdom,20.8
C548460,21877,HOME SWEET HOME MUG,-12,2011-03-31 11:58:00,1.25,16801.0,United Kingdom,-15.0
548983,22423,REGENCY CAKESTAND 3 TIER,1,2011-04-05 12:30:00,12.75,16906.0,United Kingdom,12.75
556433,22355,CHARLOTTE BAG SUKI DESIGN,30,2011-06-10 14:01:00,2.46,,GB,73.8
555397,22494,EMERGENCY FIRST AID TIN ,1,2011-06-02 17:26:00,2.46,,United Kingdom,2.46
554371,21129,SILVER FISHING GNOME ,2,2011-05-24 10:42:00,6.95,17659.0,United Kingdom,13.9
562113,21623,VINTAGE UNION JACK MEMOBOARD,1,2011-08-02 16:11:00,19.96,,United Kingdom,19.96
564439,22468,BABUSHKA LIGHTS STRING OF 10,2,2011-08-25 12:12:00,6.75,12841.0,United Kingdom,13.5
545558,82581,TOILET METAL SIGN,25,2011-03-03 15:31:00,0.55,17873.0,United Kingdom,13.750000000000002
C542426,22752,SET 7 BABUSHKA NESTING BOXES,-24,2011-01-28 09:32:00,7.65,14146.0,United Kingdom,-183.60000000000002
543123,20718,RED RETROSPOT SHOPPER BAG,10,2011-02-03 14:08:00,1.25,18178.0,United Kingdom,12.5
556205,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-06-09 13:37:00,487827.2749733682,15827.0,United Kingdom,1951309.0998934729
553143,23284,DOORMAT KEEP CALM AND COME IN,2,2011-05-13 13:15:00,7.95,12695.0,France,15.9
558614,21942,SKULLS DESIGN FLANNEL,1,2011-06-30 15:56:00,0.83,,United Kingdom,0.83
575637,23452,HEART MINI PORTRAIT FRAME,6,2011-11-10 13:46:00,1.95,16904.0,United Kingdom,11.7
566199,22470,HEART OF WICKER LARGE,6,2011-09-09 14:12:00,2.95,14824.0,GBR,17.700000000000003
C570283,85053,FRENCH ENAMEL CANDLEHOLDER,-1,2011-10-10 11:20:00,2.1,12708.0,Germany,-2.1
539436,21821,GLITTER STAR GARLAND WITH BELLS ,1,2010-12-17 14:49:00,7.62,,United Kingdom,7.62
545188,23003,TRAVEL CARD WALLET VINTAGE ROSE ,2,2011-02-28 15:19:00,0.42,14056.0,United Kingdom,0.84
557232,23289,DOLLY GIRL CHILDRENS BOWL,8,2011-06-17 14:28:00,1.25,12463.0,Belgium,10.0
572283,21577,SAVE THE PLANET COTTON TOTE BAG,2,2011-10-23 11:42:00,2.25,15000.0,United Kingdom,4.5
580613,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,2026-01-23 03:00:00,0.0,14759.0,United Kingdom,0.0
570178,23531,WALL ART BIG LOVE ,-3,2011-10-07 14:23:00,6.95,16558.0,United Kingdom,-20.85
555336,21721,CANDY SHOP  STICKER SHEET,2,2026-01-23 04:00:00,0.85,,United Kingdom,1.7
558687,20719,WOODLAND CHARLOTTE BAG,-10,2011-07-01 11:43:00,0.85,12598.0,France,-8.5
551278,22779,WOODEN OWLS LIGHT GARLAND ,-8,2011-04-27 13:13:00,4.25,12483.0,Sweden,-34.0
551152,85049F,BABY BOOM RIBBONS ,1,2011-04-26 14:47:00,1.25,13230.0,United Kingdom,1.25
538877,22112,CHOCOLATE HOT WATER BOTTLE,35,2010-12-14 15:29:00,12.72,,United Kingdom,445.20000000000005
573137,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,4,2011-10-27 17:15:00,2.46,,United Kingdom,9.84
550513,23128,FELTCRAFT BOY JEAN-PAUL KIT,2,2011-04-18 16:37:00,4.95,16928.0,United Kingdom,9.9
560711,22613,PACK OF 20 SPACEBOY NAPKINS,2,2011-07-20 12:58:00,0.85,0,United Kingdom,1.7
562727,22427,ENAMEL FLOWER JUG CREAM,3,2011-08-09 09:26:00,0.0,15601.0,United Kingdom,0.0
567189,23546,WRAP PAISLEY PARK ,25,2011-09-19 09:10:00,0.42,17069.0,United Kingdom,10.5
546643,22195,LARGE HEART MEASURING SPOONS,-12,2011-03-15 13:23:00,1.65,16214.0,United Kingdom,-19.799999999999997
566048,23298,SPOTTY BUNTING,-3,2011-09-08 14:21:00,4.95,16558.0,United Kingdom,-14.850000000000001
565670,22156,HEART DECORATION WITH PEARLS ,24,2011-09-06 09:23:00,0.0,14944.0,United Kingdom,0.0
576933,23365,SET 12 COLOUR PENCILS LOVE LONDON,2,2011-11-17 11:29:00,0.65,15529.0,United Kingdom,1.3
537240,22501,PICNIC BASKET WICKER LARGE,1,2010-12-06 10:08:00,21.23,,United Kingdom,21.23
579777,22601,CHRISTMAS RETROSPOT ANGEL WOOD,2,2011-11-30 15:13:00,1.63,,United Kingdom,3.26
554843,22919,HERB MARKER MINT,12,2011-05-26 19:13:00,0.65,13911.0,United Kingdom,7.800000000000001
567062,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-09-16 11:48:00,1.25,16108.0,United Kingdom,15.0
579541,23337,EGG FRYING PAN MINT ,1,2011-11-30 10:12:00,2.08,14653.0,United Kingdom,2.08
562341,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,6,2011-08-04 12:13:00,0.65,15005.0,United Kingdom,3.9000000000000004
574836,22940,FELTCRAFT CHRISTMAS FAIRY,4,2011-11-07 11:32:00,4.25,17623.0,United Kingdom,17.0
561661,23339,EGG FRYING PAN BLUE ,1,2011-07-28 16:21:00,2.08,12743.0,Unspecified,2.08
551531,22413,METAL SIGN TAKE IT OR LEAVE IT ,-6,2026-01-23 05:00:00,2.95,15376.0,United Kingdom,-17.700000000000003
575074,23344,JUMBO BAG 50'S CHRISTMAS ,2,2011-11-08 13:11:00,2.08,15356.0,United Kingdom,4.16
537237,22811,SET OF 6 T-LIGHTS CACTI ,4,2010-12-06 09:58:00,5.91,,United Kingdom,23.64
562024,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,1,2011-08-01 16:07:00,5.79,,United Kingdom,5.79
547663,21058,PARTY INVITES WOODLAND,3,2011-03-24 13:16:00,0.85,16022.0,UK,6.635351867664224
575504,23175,REGENCY MILK JUG PINK ,4,2011-11-10 10:29:00,3.25,14895.0,United Kingdom,13.0
566599,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,-4,2026-01-23 06:00:00,0.42,15998.0,United Kingdom,-1.68
579470,22632,HAND WARMER RED RETROSPOT,3,2011-11-29 15:06:00,700459.4441004472,16549.0,United Kingdom,2101378.332301342
549736,22027,TEA PARTY BIRTHDAY CARD,12,2011-04-12 09:02:00,0.42,13599.0,United Kingdom,5.04
559061,21094,SET/6 RED SPOTTY PAPER PLATES,4,2011-07-06 10:04:00,0.85,17220.0,United Kingdom,3.4
545661,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-11-10 15:59:00,1.65,17716.0,United Kingdom,16.5
542625,22199,FRYING PAN RED RETROSPOT,-1,2011-01-31 09:50:00,8.29,,United Kingdom,-8.29
572847,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,1,2011-10-26 12:15:00,1.25,14606.0,United Kingdom,1.25
574029,20971,PINK BLUE FELT CRAFT TRINKET BOX,24,2011-11-02 12:34:00,1.25,12955.0,United Kingdom,30.0
558774,22077,6 RIBBONS RUSTIC CHARM,1,2011-07-04 10:17:00,3.29,,United Kingdom,5.200509399091103
566603,21892,TRADITIONAL WOODEN CATCH CUP GAME ,5,2011-09-13 16:12:00,2.46,,United Kingdom,12.3
564653,21829,DINOSAUR KEYRINGS ASSORTED,72,2011-08-26 14:23:00,0.21,14776.0,United Kingdom,23.12272941055045
566446,21172,PARTY METAL SIGN ,1,2011-09-12 15:40:00,4.13,,United Kingdom,4.13
569372,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1,2011-10-03 16:04:00,3.29,,United Kingdom,3.29
538507,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,2010-12-12 13:26:00,5.95,15547.0,United Kingdom,35.7
540821,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1,2011-01-11 13:16:00,2.51,,United Kingdom,2.51
557759,23165,LARGE CERAMIC TOP STORAGE JAR,12,2011-06-22 13:52:00,1.65,14156.0,EIRE,19.799999999999997
577061,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,6,2011-11-17 14:40:00,0.0,14911.0,EIRE,0.0
580983,20733,GOLD MINI TAPE MEASURE ,1,2011-12-06 16:26:00,0.83,,United Kingdom,0.83
542709,22179,SET 10 NIGHT OWL LIGHTS,2,2011-11-03 16:06:00,0.0,16746.0,United Kingdom,0.0
562037,22497,SET OF 2 TINS VINTAGE BATHROOM ,4,2011-08-02 09:34:00,4.25,13023.0,United Kingdom,17.0
579069,23291,DOLLY GIRL CHILDRENS CUP,8,2011-11-28 10:31:00,1.25,14911.0,EIRE,10.0
552042,22321,BIRD DECORATION RED RETROSPOT,12,2011-05-06 09:00:00,0.85,13952.0,United Kingdom,18.654138233145453
575477,22106,MIRROR MOSAIC HURRICANE LAMP ,3,2011-11-09 16:14:00,4.96,,United Kingdom,14.879999999999999
539102,21181,PLEASE ONE PERSON METAL SIGN,144,2010-12-16 10:37:00,0.0,16029.0,United Kingdom,0.0
541493,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2011-01-18 14:29:00,16.63,,Britain,16.63
557850,22752,SET 7 BABUSHKA NESTING BOXES,12,2011-12-06 11:30:00,3.95,0,United Kingdom,47.400000000000006
563858,82486,WOOD S/3 CABINET ANT WHITE FINISH,4,2011-08-19 16:04:00,8.95,18170.0,United Kingdom,35.8
569007,21064,BOOM BOX SPEAKER BOYS,-4,2011-09-29 18:51:00,5.95,17552.0,United Kingdom,-23.8
541422,90125E,AMBER BERTIE GLASS BEAD BAG CHARM,1,2011-01-17 17:48:00,1.63,,United Kingdom,1.63
554941,22554,PLASTERS IN TIN WOODLAND ANIMALS,4,2011-05-27 13:53:00,1.65,16016.0,UK,6.6
551547,21232,STRAWBERRY CERAMIC TRINKET BOX,7,2011-05-03 09:44:00,3.29,,United Kingdom,23.03
560300,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-07-18 10:29:00,0.42,14911.0,EIRE,5.04
570210,23420,PANTRY HOOK TEA STRAINER ,1,2011-10-09 10:48:00,2.08,13259.0,United Kingdom,2.08
550513,23076,ICE CREAM SUNDAE LIP GLOSS,48,2011-04-18 16:37:00,1.25,16928.0,United Kingdom,53.642250921132025
562156,21165,BEWARE OF THE CAT METAL SIGN ,48,2011-08-03 11:35:00,1.45,14401.0,United Kingdom,69.6
566577,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-09-13 13:29:00,19.96,-1,United Kingdom,-19.96
547036,22111,SCOTTIE DOG HOT WATER BOTTLE,24,2011-11-17 10:59:00,4.25,14113.0,United Kingdom,102.0
576618,23310,BUBBLEGUM RING ASSORTED,1,2011-11-15 17:00:00,0.83,,United Kingdom,0.83
541489,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2011-01-18 13:38:00,1.45,15023.0,United Kingdom,5.8
560225,22666,RECIPE BOX PANTRY YELLOW DESIGN,2,2011-07-15 16:27:00,5.79,,United Kingdom,11.58
572058,22654,DELUXE SEWING KIT ,2,2011-10-20 12:43:00,5.95,18252.0,United Kingdom,11.9
546531,47590B,PINK HAPPY BIRTHDAY BUNTING,18,2011-03-14 13:35:00,5.45,15738.0,United Kingdom,98.10000000000001
549257,20748,KENSINGTON COFFEE SET,1,2011-04-07 12:29:00,12.75,14465.0,United Kingdom,12.75
571328,84913B,MINT GREEN ROSE TOWEL,4,2011-10-17 11:27:00,4.65,12473.0,Germany,18.6
573423,84946,ANTIQUE SILVER T-LIGHT GLASS,-72,2011-10-31 09:58:00,1.06,16133.0,United Kingdom,-76.32000000000001
548163,22630,DOLLY GIRL LUNCH BOX,1,2011-03-29 13:43:00,2.46,,United Kingdom,1.3246616295413505
539434,21242,RED RETROSPOT PLATE ,1,2010-12-17 14:41:00,3.36,,United Kingdom,-1.6006018096654526
575073,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6,2011-11-08 13:10:00,0.85,13975.0,United Kingdom,5.1
550638,22884,NUMBER TILE VINTAGE FONT 5,1,2011-04-19 15:44:00,4.13,,United Kingdom,4.13
563073,21865,,-40,2011-07-15 09:52:00,0.0,,United Kingdom,-0.0
562908,23209,LUNCH BAG VINTAGE DOILY ,10,2011-08-10 12:48:00,862068.846018071,16839.0,United Kingdom,8620688.460180711
546172,22939,APRON APPLE DELIGHT,2,2011-03-10 10:32:00,4.95,14156.0,EIRE,9.9
546984,22272,FELTCRAFT DOLL MARIA,-1,2011-03-18 12:35:00,2.95,15019.0,United Kingdom,-2.95
560778,84946,ANTIQUE SILVER T-LIGHT GLASS,1,2011-07-21 09:30:00,2.46,,United Kingdom,2.46
546537,22972,CHILDREN'S SPACEBOY MUG,2,2011-03-14 14:32:00,1.65,15005.0,United Kingdom,3.3
580647,21558,SKULL LUNCH BOX WITH CUTLERY ,1,2011-12-05 13:14:00,2.55,14083.0,United Kingdom,2.55
547871,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-03-27 14:28:00,4.95,16931.0,United Kingdom,14.850000000000001
564760,90023,FILIGREE DIAMANTE EARRINGS,1,2011-08-30 10:47:00,4.15,,United Kingdom,4.15
C555366,22355,CHARLOTTE BAG SUKI DESIGN,-2,2011-06-02 14:25:00,0.72,12590.0,Germany,-1.44
580314,22598,CHRISTMAS MUSICAL ZINC TREE,3,2011-12-02 15:11:00,0.29,13969.0,GB,0.8699999999999999
548768,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-04-04 12:34:00,932518.4999480163,17886.0,United Kingdom,932518.4999480163
542932,22457,NATURAL SLATE HEART CHALKBOARD ,12,2011-02-02 10:54:00,2.95,13089.0,United Kingdom,35.400000000000006
557442,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,4,2011-06-20 12:53:00,2.55,14808.0,United Kingdom,10.2
C560189,23209,LUNCH BAG DOILEY PATTERN ,-1,2011-07-15 12:30:00,1.65,17652.0,United Kingdom,-1.65
545342,22360,GLASS JAR ENGLISH CONFECTIONERY,12,2011-03-02 09:04:00,2.95,13497.0,United Kingdom,35.66364149059638
573585,21844,RED RETROSPOT MUG,1,2011-10-31 14:41:00,5.79,,United Kingdom,5.79
574074,23334,IVORY WICKER HEART SMALL,-3,2011-11-02 15:33:00,1.25,,United Kingdom,-3.75
563821,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-08-19 12:06:00,683523.9485286699,14533.0,United Kingdom,4101143.6911720196
553182,84970S,HANGING HEART ZINC T-LIGHT HOLDER,6,2011-05-15 12:21:00,0.85,17107.0,United Kingdom,5.1
570516,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-10-11 10:39:00,0.42,14121.0,United Kingdom,5.04
572035,84991,60 TEATIME FAIRY CAKE CASES,360,2011-10-20 12:03:00,0.42,14646.0,Netherlands,151.2
553576,22896,PEG BAG APPLES DESIGN,6,2011-05-18 10:29:00,535096.8402575343,14282.0,United Kingdom,3210581.0415452057
557644,23203,JUMBO BAG DOILEY PATTERNS,1,2011-06-21 17:06:00,4.13,,United Kingdom,4.13
574080,22556,PLASTERS IN TIN CIRCUS PARADE ,-3,2026-01-23 07:00:00,1.65,16348.0,United Kingdom,-4.949999999999999
560579,48173C,DOORMAT BLACK FLOCK ,2,2011-07-19 15:13:00,7.95,15867.0,United Kingdom,15.9
552520,21329,DINOSAURS  WRITING SET ,3,2011-05-09 16:34:00,3.29,,United Kingdom,9.870000000000001
538808,20750,RED RETROSPOT MINI CASES,5,2010-12-14 12:11:00,7.95,14057.0,United Kingdom,39.75
558644,C2,CARRIAGE,1,2011-07-01 10:16:00,50.0,14156.0,EIRE,50.0
553393,22192,BLUE DINER WALL CLOCK,1,2011-05-16 16:46:00,16.63,,United Kingdom,16.63
544681,84916,HAND TOWEL PALE BLUE W FLOWERS,1,2011-02-22 16:28:00,4.13,,United Kingdom,4.13
571304,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-10-17 09:37:00,0.85,12526.0,Germany,8.5
579471,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-11-29 15:08:00,0.0,,United Kingdom,0.0
578508,22141,CHRISTMAS CRAFT TREE TOP ANGEL,4,2011-11-24 13:06:00,2.1,16892.0,United Kingdom,8.4
571701,23085,ANTIQUE SILVER BAUBLE LAMP  ,2,2011-10-18 15:05:00,10.4,14639.0,United Kingdom,20.8
557671,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,2011-06-22 10:11:00,1.65,13849.0,United Kingdom,19.799999999999997
562715,85212,MINI PAINTED GARDEN DECORATION ,1,2011-08-08 15:34:00,1.63,,United Kingdom,1.63
562602,20718,RED RETROSPOT SHOPPER BAG,10,2026-01-23 08:00:00,0.0,12865.0,Austria,0.0
540521,21883,STARS GIFT TAPE ,12,2026-01-23 09:00:00,0.65,12651.0,France,7.800000000000001
581146,23318,BOX OF 6 MINI VINTAGE CRACKERS,3,2011-12-07 13:53:00,2.49,17602.0,GBR,7.470000000000001
580137,23454,THREE MINI HANGING FRAMES,1,2011-12-01 19:54:00,4.15,17566.0,GBR,4.15
547385,35095B,RED VICTORIAN FABRIC OVAL BOX,-1,2011-03-22 15:48:00,0.83,,United Kingdom,-0.83
565747,23356,LOVE HOT WATER BOTTLE,3,2011-09-06 12:38:00,5.95,14239.0,United Kingdom,17.85
537640,84989a,75 GREEN FAIRY CAKE CASES,1,2010-12-07 15:31:00,2.13,,GB,2.13
537800,35968,FOLK ART METAL HEART T-LIGHT HOLDER,12,2010-12-08 13:08:00,0.38,12748.0,United Kingdom,4.5600000000000005
537640,22069,BROWN  PIRATE TREASURE CHEST ,4,2010-12-07 15:31:00,4.21,,United Kingdom,16.84
567668,22197,POPCORN HOLDER,2,2011-09-21 15:29:00,1.63,,United Kingdom,3.26
555929,22169,FAMILY ALBUM WHITE PICTURE FRAME,8,2011-06-08 08:12:00,7.65,16525.0,United Kingdom,61.2
565519,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-09-05 11:52:00,4.95,12502.0,Spain,14.850000000000001
539456,90154,LAZER CUT NECKLACE W PASTEL BEADS,1,2010-12-17 17:23:00,8.95,16885.0,GBR,8.95
551953,22905,CALENDAR IN SEASON DESIGN,6,2011-05-05 11:53:00,2.95,13448.0,Britain,17.700000000000003
557351,22211,WOOD STAMP SET FLOWERS,-8,2011-11-04 12:45:00,0.83,18022.0,United Kingdom,-6.64
579291,79321,CHILLI LIGHTS,-9,2011-11-29 11:21:00,12.46,,United Kingdom,-112.14000000000001
538071,21581,SKULLS  DESIGN  COTTON TOTE BAG,1,2010-12-09 14:09:00,5.06,,United Kingdom,5.06
574368,21232,STRAWBERRY CERAMIC TRINKET POT,12,2011-11-04 10:59:00,1.25,13004.0,United Kingdom,15.0
569740,23201,JUMBO BAG ALPHABET,110,2011-10-06 10:52:00,1.79,15769.0,United Kingdom,196.9
539436,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2010-12-17 14:49:00,5.91,,United Kingdom,-5.91
556813,22201,FRYING PAN BLUE POLKADOT,1,2011-06-14 17:28:00,8.29,,United Kingdom,8.29
551859,35809A,ENAMEL PINK TEA CONTAINER,12,2011-05-04 15:37:00,0.83,14336.0,United Kingdom,9.959999999999999
565401,22838,3 TIER CAKE TIN RED AND CREAM,-1,2011-09-02 17:38:00,14.95,16686.0,United Kingdom,-14.95
553224,22998,TRAVEL CARD WALLET KEEP CALM,8,2011-05-16 10:40:00,0.42,17228.0,United Kingdom,3.36
541631,15036,ASSORTED COLOURS SILK FAN,24,2011-05-23 09:58:00,0.83,12877.0,Britain,19.919999999999998
579401,22189,CREAM HEART CARD HOLDER,4,2011-11-29 12:12:00,3.95,14550.0,United Kingdom,7.958723878982301
579094,POST,POSTAGE,8,2011-11-28 10:56:00,18.0,12668.0,Germany,144.0
547239,20934,SET/3 POT PLANT CANDLES,1,2011-03-21 16:32:00,5.45,,United Kingdom,5.45
571671,20973,12 PENCIL SMALL TUBE WOODLAND,1,2011-10-18 13:15:00,285865.36514636385,16940.0,United Kingdom,285865.36514636385
554694,21947,SET OF 6 HEART CHOPSTICKS,-6,2026-01-23 10:00:00,1.25,,United Kingdom,-7.5
581149,22558,CLOTHES PEGS RETROSPOT PACK 24 ,3,2011-12-07 14:12:00,1.65,15471.0,United Kingdom,4.949999999999999
554063,22625,RED KITCHEN SCALES,48,2011-05-22 10:27:00,6.25,13631.0,United Kingdom,300.0
562432,23203,JUMBO BAG DOILEY PATTERNS,-10,2011-08-04 17:38:00,2.08,14004.0,United Kingdom,-20.8
C560409,23075,PARLOUR CERAMIC WALL HOOK,-4,2011-07-18 14:24:00,4.15,16717.0,United Kingdom,-16.6
545461,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2026-01-23 11:00:00,0.55,NULL,United Kingdom,13.200000000000001
574846,22121,NOEL WOODEN BLOCK LETTERS ,2,2011-11-07 11:59:00,5.95,14702.0,United Kingdom,11.9
542003,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,72,2011-01-25 11:07:00,3.39,15311.0,GB,244.08
572317,21248,DOOR HANGER  MUM + DADS ROOM,2,2011-10-23 16:13:00,1.45,14629.0,United Kingdom,5.22674260496746
547005,21746,SMALL RED RETROSPOT WINDMILL,12,2011-03-18 14:20:00,1.25,12474.0,Germany,15.0
559011,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-07-05 12:50:00,2.95,17049.0,United Kingdom,17.700000000000003
559028,22379,RECYCLING BAG RETROSPOT ,10,2011-07-05 14:27:00,2.1,12839.0,United Kingdom,21.0
543626,22699,ROSES REGENCY TEACUP AND SAUCER ,-10,2011-02-10 15:40:00,2.95,15796.0,United Kingdom,-29.5
540255,20616,CHERRY BLOSSOM PASSPORT COVER,1,2011-01-05 16:50:00,1.66,,United Kingdom,1.66
544108,22629,SPACEBOY LUNCH BOX ,24,2011-02-16 10:53:00,1.95,12653.0,Israel,46.8
576399,20979,36 PENCILS TUBE RED RETROSPOT,16,2011-11-15 10:50:00,1.25,12684.0,France,20.0
576317,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-11-14 14:57:00,0.85,15781.0,United Kingdom,10.2
540552,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-01-10 09:44:00,2.95,16350.0,United Kingdom,17.700000000000003
577778,71477,COLOURED GLASS STAR T-LIGHT HOLDER,1,2011-11-21 16:10:00,3.95,16549.0,United Kingdom,3.95
566200,23330,DECORATIVE WICKER HEART MEDIUM,1,2011-09-09 14:14:00,1.25,16910.0,United Kingdom,1.25
571283,85053,FRENCH ENAMEL CANDLEHOLDER,2,2011-10-16 13:51:00,2.1,16533.0,United Kingdom,4.2
573380,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2011-10-30 14:04:00,2.1,14572.0,United Kingdom,2.1
539374,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-17 11:40:00,7.95,14769.0,United Kingdom,15.9
538524,22251,BIRDHOUSE DECORATION MAGIC GARDEN,-1,2010-12-13 09:35:00,2.51,,United Kingdom,-2.51
577742,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,4,2011-11-21 13:41:00,1.25,13755.0,United Kingdom,5.0
572474,22595,GINGHAM HEART DECORATION,12,2011-10-24 13:36:00,0.85,17423.0,United Kingdom,10.2
C570290,23201,JUMBO BAG ALPHABET,-10,2011-10-10 11:54:00,2.08,14665.0,United Kingdom,-20.8
553206,20728,LUNCH BAG CARS BLUE,-10,2011-05-16 08:16:00,0.0,14156.0,EIRE,-0.0
581492,22763,KEY CABINET MA CAMPAGNE,1,2011-12-09 10:03:00,19.96,,United Kingdom,19.96
580520,23182,TOILET SIGN OCCUPIED OR VACANT,2,2011-12-04 14:55:00,0.83,13521.0,UK,1.66
560549,82578,KITCHEN METAL SIGN,12,2011-07-19 12:43:00,0.55,12664.0,Finland,6.6000000000000005
573580,22652,TRAVEL SEWING KIT,1,2011-10-31 14:21:00,4.13,,United Kingdom,4.13
537399,22654,DELUXE SEWING KIT ,2,2010-12-06 14:31:00,5.95,13030.0,United Kingdom,11.9
580115,23576,SNACK TRAY RED VINTAGE DOILY,-1,2011-12-01 16:22:00,4.13,,United Kingdom,-4.13
562882,22423,REGENCY CAKESTAND 3 TIER,1,2011-08-10 11:23:00,12.75,12384.0,Switzerland,12.75
555564,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-06-05 15:01:00,4.15,15005.0,United Kingdom,8.3
580983,21942,SKULLS DESIGN FLANNEL,1,2011-12-06 16:26:00,1.63,,United Kingdom,1.63
578292,23102,SILVER HEARTS TABLE DECORATION,-12,2011-11-23 14:35:00,0.83,13174.0,UK,-9.959999999999999
580146,23356,LOVE HOT WATER BOTTLE,1,2011-12-02 10:07:00,12.46,,United Kingdom,12.46
539958,22379,RECYCLING BAG RETROSPOT ,2,2010-12-23 13:26:00,4.21,,United Kingdom,8.42
577438,22473,TV DINNER TRAY VINTAGE PAISLEY,4,2011-11-20 11:09:00,4.95,18118.0,United Kingdom,19.8
553041,22521,,-9,2011-05-13 09:01:00,0.0,,United Kingdom,-0.0
559665,22667,RECIPE BOX RETROSPOT ,1,2011-07-11 13:35:00,2.95,12556.0,Spain,2.95
555845,22543,MINI JIGSAW BAKE A CAKE ,1,2011-06-07 13:19:00,0.42,GUEST,United Kingdom,0.42
547420,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-03-23 10:43:00,0.55,15449.0,United Kingdom,13.200000000000001
546003,22515,CHILDS GARDEN SPADE PINK,-3,2011-03-08 15:07:00,2.1,16712.0,United Kingdom,-9.46181680705223
561661,85179A,GREEN BITTY LIGHT CHAIN,1,2011-07-28 16:21:00,4.65,12743.0,Unspecified,4.65
